ID,Upvotes
301644,719.82
87956,1.31
419035,96.89
28562,5.14
124264,34.03
167532,28.95
252176,235.0
115970,38.19
449443,442.56
152175,107.6
117832,17.3
349213,15.72
80280,12.57
209060,152.99
145554,100.56
188003,22.18
46422,187.47
261985,89.45
196844,36.66
333823,115.18
374331,54.03
21182,7.71
82352,10.32
58635,16.96
153778,53.86
266617,10.13
317614,90.66
96766,19.84
143857,2.29
292973,15.41
161979,14.27
405515,71.83
108524,24.52
426945,76.14
344941,3186.57
186667,141.88
76556,238.08
216562,39.45
175325,3.87
230780,97.97
318363,15.4
446529,15.44
326859,29.59
279261,14.41
295611,33.57
135154,0.61
10688,1763.74
41173,51.76
280724,12.73
36316,7.51
226739,64.34
151661,7.47
137013,236.21
87681,87.56
346221,56.15
178354,18.96
172890,14.61
15040,134.63
94415,173.22
56398,1.41
318342,37.11
1710,76.93
153231,115.53
343098,2.63
387883,13.97
336251,63.02
221111,23.17
62787,0.25
401367,1.96
55854,466.16
345487,11.44
267847,338.14
59774,29.36
125226,1.89
318266,1.11
310746,26.37
293322,158.84
194737,270.25
218179,36.06
177474,31.54
145798,0.34
470342,501.28
67493,7.46
273659,13.81
106264,109.02
426957,190.06
271009,62.22
360682,100.31
318398,311.79
468630,4.66
265181,8.6
324731,12.38
411007,589.13
204889,59.62
454836,12.47
64054,53.91
316157,1393.87
456396,3731.43
63547,45.19
374839,62.05
325327,6.41
412613,797.93
35467,15.1
793,22.3
117754,29.99
256729,3.16
349978,570.51
148911,7.45
193004,3509.28
68803,36.3
143101,12.55
438923,82.88
230168,283.53
358639,30.85
192046,34.46
246195,5.29
295637,19.54
449520,58.07
46049,30.69
30971,22.42
166368,15.56
355838,89.89
91110,16.97
298481,22.99
342403,144.54
190711,22.6
194265,1.98
427674,189.3
397857,61.13
385781,886.36
5415,15.02
111480,56.95
380063,292.5
427483,348.31
362315,24.3
395269,75.9
377733,70.0
270229,37.28
364741,2.17
276331,4.31
124238,189.23
217482,73.3
444190,20.02
153041,15.46
97462,206.42
419194,94.25
334340,300.9
430253,555.54
105864,84.22
108149,13.39
10617,11.7
273522,30.67
283401,4.43
349337,3586.92
298774,11.41
206650,37.77
442027,126.24
84948,60.26
93035,66.75
87309,182.96
330903,6.16
158024,13.32
208665,5.21
440663,16.02
81504,61.61
109295,2.76
27610,6.98
194591,105.65
137418,4.74
61575,47.91
206330,20.67
233036,10.08
72400,15.98
308309,285.44
366130,46.5
462049,28.18
87276,148.11
425848,51.62
163797,25.88
353200,21.22
438016,98.86
398099,10.84
215486,198.08
375156,165.85
427839,116.29
195570,8.4
38687,26.77
284324,117.7
126705,62.41
120708,12.35
225794,984.88
359305,374.22
252102,36.94
349959,12.25
321474,121.03
409563,40.05
452857,129.45
262317,15.82
451023,10.71
234644,3827.55
92924,28.57
276981,62.74
457497,418.75
49858,29.02
338450,101.93
137234,2599.38
114196,21.72
364740,8.57
133639,38.9
365653,72.11
272614,30.31
324460,16.08
285021,16.44
216973,27.77
132498,76.74
149539,14.71
52927,319.57
416833,22.29
72949,16.04
428817,34.7
351236,15.09
101821,16.19
142075,23.8
262217,21.44
178655,232.62
345110,224.52
272600,21.73
68697,16.18
445183,24.63
289314,65.03
146595,21.5
302288,26.54
442294,13.11
19617,18.68
27228,15.42
360008,3.11
155766,23.81
368393,42.23
181961,135.99
464936,7.08
470873,47.48
446796,56.46
462590,621.82
85208,4.87
119439,9.6
11187,1346.32
369195,7.69
298705,5.7
143053,61.09
262283,7.54
121355,26.68
394173,8.44
338503,12.09
107998,123.23
311107,12.42
30398,10.28
326425,4.51
426748,54.42
270711,351.12
360143,11.93
448285,81.52
27955,32.53
88087,153.83
50562,11.28
33780,297.38
15628,5.47
211183,37.66
328717,22.77
287812,18.53
237826,3.69
449173,24.14
108759,20.2
389380,1.24
51138,13.84
407590,24.71
135831,2.035
1371,95.71
293654,592.46
361819,5.12
219892,64.2
166232,2832.36
155534,0.9325
381141,35.72
203465,31.84
181055,16.87
12204,10.12
374062,12.21
467984,91.21
360954,5.91
381010,14.74
54941,1132.34
223857,2.26
205166,6.68
196075,33.83
352159,8.29
15573,72.5
65422,33.18
27725,20.97
277066,994.83
202318,54.65
154830,49.32
4349,67.9
350537,34.65
168609,21.28
170778,173.31
264110,49.98
145534,20.18
456843,93.79
432933,24.58
361002,32.9
134420,26.59
206985,174.69
243638,11.83
286696,30.42
189968,1.64
161365,25.52
36702,10.64
128398,9.28
90,23.32
362580,7.89
257365,11.3
145167,17.14
370411,101.82
384195,314.94
404451,105.62
375786,20.67
66504,10.82
13213,17.05
146050,71.95
344438,65.89
405162,4.53
39564,1256.06
336341,7.76
49833,82.25
127621,10.37
77578,22.72
21029,3.17
237906,84.69
438020,49.73
41751,110.2
325331,23.16
132385,0.96
408859,164.95
232635,114.03
426017,37.24
91334,169.83
170038,42.11
427939,2.17
71184,21.61
317388,55.09
126612,64.44
305416,36.2
277266,24.13
172466,20.82
341184,43.18
163501,41.86
291221,5.59
127625,1.06
349424,285.0
470041,19.34
373008,15.36
382524,0.7866666666666666
470015,23.05
253488,8.45
466279,1.08
37963,16.01
194937,11.38
30670,41.38
186913,1085.27
227097,9.73
328734,75.54
400274,49.25
144259,10.91
422501,36.12
279257,17.63
103528,9.08
460228,231.68
264084,158.87
214416,7.91
197122,2.39
238952,20.93
141515,339.36
350373,712.14
444871,39.62
435688,7.49
284115,32.84
9131,15.86
95851,90.1
106605,17.76
242510,17.86
273656,2.53
77026,8.69
3601,46.93
367003,0.44
41277,3.52
291381,208.06
25601,33.15
234805,116.69
129902,17.27
219691,3.42
237509,41.96
439762,2.62
191642,123.94
357605,19.35
149505,17.46
72412,17.47
174793,142.61
308176,221.15
158136,12.25
297988,2419.84
368772,13.16
295995,30.06
219506,73.37
388302,37.6
270786,19.82
340029,34.12
158833,70.86
71525,27.91
148268,3.87
51441,1.79
264281,0.11
429815,627.44
139504,12.34
56393,14.03
427287,734.21
3058,12.72
257237,1320.22
207233,89.23
266124,163.12
280679,385.4
452095,12.04
354513,3.78
23768,59.86
12433,1.57
444097,40.03
343265,214.46
132805,15.59
302969,24.11
289422,388.79
132893,48.47
57611,192.35
257819,994.54
255513,37.46
107040,22.53
137103,8.42
356991,18.69
303659,45.52
333909,35.13
116912,12.54
296743,78.73
266890,491.92
124959,18.74
41161,4.87
83648,14.98
2460,80.79
31880,16.61
352204,34.74
38638,2.73
243728,18.11
261362,21.91
461976,14.22
325555,70.09
407677,194.13
454682,20.34
364786,65.12
296472,89.34
213836,50.09
358462,31.39
217387,6.03
114985,8.61
261548,58.63
285449,10.25
367731,66.17
111393,39.9
209906,35.05
172229,37.36
104582,14.06
222377,113.13
189813,4.69
469765,9.15
311279,89.53
324373,50.76
77573,16.49
17822,65.71
116565,69.06
59540,9220.4
263628,3.22
453316,23.63
64112,5.03
456653,6.98
109913,6.33
42113,9.56
187145,4.69
166906,63.88
336367,6.28
82686,21.65
1835,299.7
398330,5.78
138743,110.75
421677,47.52
171754,1062.33
112285,55.59
454225,65.5
293920,849.46
83110,34.42
420720,15.38
20150,10.96
200513,222.5
324863,23.59
40365,23.64
19537,15.0
311901,13.51
110244,55.77
7025,38.95
363955,226.49
348563,19.7
426464,232.44
353551,11.93
45848,38.23
72422,2.35
173326,72.0
397660,9.69
439102,531.88
381466,27.91
294034,38.65
212445,19.91
396203,2.92
368706,8.08
177625,28.12
346508,10.05
233128,12.64
26857,276.13
266698,175.02
321812,12.88
230953,12.58
80100,8.17
166275,12.67
314948,112.6
130991,12.41
191049,152.66
101372,39.0
199764,143.4
87133,89.03
82034,6.07
316243,14.96
75439,1185.09
180378,18.28
10288,17.68
395452,20.98
318459,96.09
198057,0.63
21395,27.71
273964,37.94
405627,149.79
372657,14.55
430526,56.33
192159,17.36
105544,1.0
238943,7.99
400440,175.53
323440,10.2
53351,115.61
223513,370.31
112619,355.08
303818,327.16
82246,38.58
243846,101.26
203737,13.37
100411,36.64
301468,22.23
6041,39.27
379281,34.79
142789,4987.37
139642,1023.34
322150,76.06
179085,19.15
218684,69.39
67734,7931.57
405107,45.44
433621,14.1
414433,9.01
272957,65.69
239097,33.03
220178,2964.3
290994,193.1
149498,765.86
385859,26.14
280447,76.78
441049,24.17
142275,478.81
409938,88.8
337844,222.66
203739,8.18
381578,48.17
7082,2.48
400265,38.11
303956,15.3
39510,2.01
428757,62.44
213943,26.59
103560,4.65
250118,11.49
333922,499.57
174022,85.18
95593,8731.69
245851,3.18
453958,73.4
195645,63.74
406485,17.19
314557,54.23
346576,14.17
96519,29.65
56503,31.72
1731,208.36
430177,9.25
391168,14.23
193999,83.35
279850,38.77
285979,19.71
432463,47.15
385644,65.37
340000,1056.16
349188,6.7
198724,18.86
351886,34.03
228482,32.42
327387,62.24
327502,43.07
465109,54.78
314073,501.48
221228,6776.12
190092,28.39
206064,92.72
8192,168.07
155501,14.78
154727,41.22
462788,2872.24
209997,93.62
296446,10.03
374817,6.82
20790,215.43
353646,180.44
115056,314.63
332729,3.79
55059,183.37
301766,0.14
332273,4.41
189728,210.23
41925,19.29
15770,79.18
15424,20.41
334188,83.16
112717,58.12
449514,46.94
380570,17.84
133685,10.86
438503,9.54
178051,51.59
270886,8.06
235824,193.03
460150,51.6
107433,12.33
352321,5.45
99108,7.22
57764,6.74
414813,1596.96
74514,4.41
109946,10.77
159017,24.09
372867,11.11
21083,90.02
416043,199.11
383253,131.86
464164,491.4
269540,506.19
124584,2.27
121384,633.22
298419,576.78
72046,35.49
277171,3.15
94313,106.19
323640,725.74
55817,5.3
201921,95.02
466565,14.67
278373,14.35
113228,297.82
172666,49.56
199534,41.11
233467,15.27
145076,261.71
327067,2345.65
329691,40.71
323742,32.86
40430,881.22
212643,31.7
359459,22.82
100029,31.83
292091,15.43
124017,239.15
137340,492.89
158855,106.73
16532,58.75
326772,321.58
150826,45.87
424068,1097.73
468239,143.74
237333,10.09
109016,20.93
99715,166.7
21540,27.84
269137,1490.58
195234,4979.75
330121,6.33
308261,73.2
295266,128.84
470465,1.01
277544,8.28
294388,21.68
164571,681.2
194749,5.2
110638,27.13
200472,9.67
219353,2.63
199484,32.12
304331,19.65
190161,31.63
226022,283.1
461593,630.79
228385,2.91
409917,18.59
341474,0.21
310423,36.6
252078,10.0
232588,4802.62
47540,11.66
159674,1514.92
303521,154.52
134578,88.48
227813,5.64
424177,8.83
182130,1.98
309426,61.38
330132,2.57
186964,3023.26
268611,85.81
296177,20.97
437503,4.35
380510,6.73
246168,147.93
334900,17.19
66226,94.24
159286,49.36
100793,13.45
240496,20.18
450106,105.66
130307,58.47
220060,225.28
101954,1.515
378376,277.89
79652,83.64
149129,8.62
57890,69.19
103087,28.14
43998,12.19
237473,52.49
29599,2.91
218562,184.02
390318,38.81
334665,119.2
174908,862.85
389786,616.59
111313,3.85
384215,2.42
412494,31.33
338838,28.48
25757,65.28
129729,76.48
326091,48.17
197958,114.65
330834,490.84
18707,0.55
60386,0.53
367318,107.04
261826,14.48
42623,41.19
314590,72.73
100615,14.1
71623,7.2
83394,59.52
75242,16.44
245963,1318.01
333693,16.73
111781,18.54
406198,1.05
16049,16.29
30886,25.6
422355,19.26
388809,1.92
441606,122.9
32564,5.03
82837,1249.5
390741,95.46
449125,4087.93
468554,44.39
249922,133.98
385158,100.43
192296,19.5
45561,3.32
310788,29.52
38143,128.66
303912,101.61
213468,15.44
101588,4.745
459672,8.32
153752,15.21
375704,11.01
127715,19.66
466980,5.96
161238,36.86
152929,2.39
66005,19.21
319425,14.81
261884,16.69
77158,5.59
254133,885.53
464287,47.52
205216,148.34
151986,70.79
207119,10.99
127847,11.96
319274,33.8
127340,6.72
461365,37.25
380734,190.75
426805,33.43
443078,205.16
144112,19.53
406815,10.16
186892,19.05
43322,8.74
262923,1431.37
175306,26.93
76570,10.4
249829,40.93
221540,17.94
154174,206.53
381763,14.86
21593,8.42
368036,31.23
451298,122.9
390983,63.39
132362,794.82
321513,47.05
386305,15.62
391466,533.94
389537,9.39
417295,43.4
173316,42.92
134116,13.46
445488,58.36
192063,592.05
86594,38.56
324609,96.23
33451,5.2
151906,40.23
287865,1359.94
237331,578.53
273849,16.7
326310,0.2
84074,33.98
111267,2.9
456748,53.65
94406,56.52
264595,69.66
356018,63.78
223722,46.07
210611,5.86
306375,12.54
268423,7.18
237741,46.33
246776,19.48
359238,159.81
392089,1145.3
140411,9.63
439313,19.95
405568,13.6
247275,14.68
96783,17.43
250448,0.96
168281,15.75
166810,17.55
101033,138.17
267152,59.48
293258,62.31
12580,30.7
448918,60.55
110344,69.8
337737,14.9
462675,42.26
105878,9.71
188144,350.94
103584,6.68
195369,5.98
127969,815.55
464930,527.55
358845,624.53
423185,189.87
375437,9.58
107207,18.01
14746,62.03
463770,32.26
264586,3.5
164070,8051.2
407280,28.83
171477,10.72
247904,18.48
343816,15.04
68065,17.36
433913,14.15
285749,331.19
120251,14.34
254557,2.82
72728,67.78
358202,47.18
433199,115.77
295185,156.26
300942,42.26
366084,127.72
54801,539.38
36275,21.54
411790,11.76
228091,38.66
420424,255.76
437603,50.9
461662,549.2
90834,2108.37
109365,339.48
44807,2.37
5633,29.51
321082,77.45
177151,7.05
402853,35.1
311979,3227.85
266927,702.47
275896,12.24
351573,127.27
300891,30.45
265158,0.96
466866,17.18
300214,33.98
470838,13.75
236527,28.31
284796,338.9
120701,160.51
252135,36.89
92611,1245.42
13372,544.41
240313,64.55
358773,157.34
288651,6.21
351519,196.3
165144,55.92
303461,44.3
95909,59.59
190091,185.79
371897,37.23
53174,155.74
340908,37.58
85622,6.04
450707,405.65
186955,33.49
43170,28.52
56864,3.19
202612,230.21
50985,9.39
125628,53.03
425645,3.42
397698,35.85
345921,74.52
254003,48.85
332424,5.66
144390,53.25
85540,22.23
364848,15.53
30449,16.43
411404,23.48
14192,25.5
165154,249.53
378238,5.63
73964,127.58
399228,1.13
145988,43.66
86028,32.48
198250,251.9
369490,10.64
111899,33.21
281476,121.91
251731,32.14
179814,9.47
107491,81.07
274660,532.66
205119,255.26
391864,59.02
364669,25.31
290096,29.14
195283,2.79
70601,255.12
396853,83.5
218319,23.36
47622,153.68
439904,313.57
158560,17.09
57173,10.67
117726,63.74
207087,86.55
241178,25.84
434577,268.28
126698,4.87
59626,18.2
88484,224.03
241581,73.21
26427,35.76
329908,1.67
82756,0.81
119528,47.48
366372,12.76
127823,3.34
130643,23.34
14327,0.39
350210,36.24
154346,11.95
86668,74.04
42602,315.03
220020,4961.86
107924,13.26
24222,309.42
152542,3.92
307955,17.38
387688,1590.22
263057,64.2
73727,160.24
384231,20.0
203050,73.09
49691,116.21
90098,14.23
367389,43.12
76064,94.53
217794,178.93
386059,42.25
396938,113.58
152672,11.66
368113,74.79
257163,16.73
109549,16.66
61538,7.51
431727,14.87
264863,54.08
73323,765.32
459313,63.74
25961,26.22
298367,12.15
219139,350.14
146364,38.94
378621,12.88
242588,306.12
180686,84.15
388486,3382.46
119487,26.41
209324,181.02
350397,12897.59
239940,31.94
37279,6.57
75774,6.84
7342,79.2
127008,8.76
178390,19.44
263312,63.16
126853,29.82
159201,110.25
301237,8.23
162683,19.45
239795,15.47
410046,188.45
185254,2.63
276080,2.9
330999,155.26
113413,213.18
470992,20.98
201770,102.16
122235,10.08
262575,293.72
408287,28.07
285978,235.99
269601,37.12
462000,2.16
425388,26.07
261923,98.97
116883,8.72
403621,216.63
49165,13.01
12723,1015.03
231805,16.7
157988,71.69
38562,23.01
67686,4.32
246260,4441.0
73597,180.16
144852,407.32
342607,66.8
37119,0.9025
391919,715.37
197884,14.13
154163,8.53
209600,94.29
461275,5.43
219547,22.27
316521,144.35
169832,76.09
436014,10.75
342429,4.1
219623,559.03
236951,32.48
374992,0.21
38153,40.84
96361,273.51
65765,3.45
394575,20.19
453302,60.96
322974,957.67
416648,7.44
445957,1270.66
251057,700.11
272771,205.03
254542,3339.13
305163,409.16
33398,1.59
406714,27.08
7989,13.43
212890,307.6
291781,1655.43
143543,7.46
252526,6.26
369988,16.92
458625,22.83
140045,3.22
404964,10.44
403168,23.31
240532,40.14
276591,58.32
349483,11.86
97757,607.29
401512,46.31
280245,9.16
162198,4409.29
329313,274.81
196712,207.94
268496,102.57
155745,389.14
314178,494.59
377758,0.7
55565,45.09
277919,21.71
290571,81.07
216324,10.26
172438,4.03
404979,21.9
70022,1.95
159303,0.9
51719,123.83
172283,39.72
167120,298.88
388321,22.73
92977,29.73
396911,28.1
354307,114.32
242781,45.08
271645,26.89
15101,15.52
456435,48.97
441072,12.05
362060,357.4
309979,117.73
425957,75.86
279443,15.87
157863,13.67
331954,12117.12
30384,144.77
219861,15.84
84391,35.74
206552,109.32
334303,93.91
29416,0.45
108838,9.09
35888,41.07
380495,29.34
459244,156.59
226116,1.35
64062,51.8
431437,42.3
444453,25.55
351679,11.05
443551,26.28
184929,967.45
437399,184.04
313638,299.81
32425,6.66
412189,113.16
346325,104.43
317982,67.2
270544,3.78
102957,91.68
209561,292.22
13857,2.23
342303,21.68
343301,9515.81
378509,17.46
319764,25.8
265634,68.48
347670,6.89
143350,78.14
211142,60.88
427315,611.13
318655,27.88
56053,13.0
278233,174.15
250692,49.06
190268,104.05
153865,89.31
186222,180.95
30353,0.84
163651,6.5
294655,431.79
55795,42.25
453532,97.04
235009,18.51
297627,31.24
43218,63.82
462954,60.16
299430,1637.59
104367,8.7
34160,189.45
453588,23.76
275302,5.26
310702,55.48
52902,433.65
465422,33.1
89087,10.14
450717,22.58
325156,18.16
400978,161.45
363605,21.14
112454,106.31
138357,86.06
201838,796.99
374354,249.44
370894,0.7675
153914,26.24
69469,24.14
395890,59.44
73466,12.19
6003,0.33
447451,199.14
288251,19.56
310103,63.27
320375,163.07
330864,396.08
253706,118.02
154558,25.87
97402,22.5
2014,57.06
365925,1419.98
238419,91.35
312906,13.48
274652,30.73
394984,28.33
457343,0.56
45801,14.11
79251,8.54
179736,19.81
134791,40.29
416049,3.22
205485,7.03
171149,19.5
133621,26.65
438978,79.81
108930,40.36
57468,115.71
384527,44.63
132260,27.15
232468,25.38
98574,1814.61
377057,92.0
153837,29.33
469595,280.29
17322,10.97
124153,26.27
190777,16.5
10755,15.58
288898,79.47
132501,90.65
173863,9.07
419349,48.41
80121,104.08
257817,30.18
5489,78.64
190638,7.79
278943,6.74
155738,262.21
304573,23.16
422999,3.29
47643,17.46
308801,45.34
316395,3077.67
33885,9.18
83067,7.75
265118,43.64
421287,110.44
118289,416.57
445619,333.75
425761,11.56
447678,136.0
373164,38.44
317282,134.65
440171,34.32
144322,9.77
441454,0.9
456742,13.16
114726,10.28
403590,28.64
464440,855.1
454775,264.32
7594,61.86
359579,78.58
239318,25.08
99330,34.01
425627,10.11
20998,68.29
62680,8.37
447263,39.06
45771,89.51
70848,14.0
141606,54.78
20086,4.95
302637,20.63
5266,345.75
343619,33.23
367823,76.31
232629,6.91
339844,26.61
301036,13.5
120431,8.72
249924,110.49
173798,11.09
391333,98.75
469642,59.31
174708,30.86
205623,80.31
881,14.14
394844,2505.67
228685,1918.84
126423,12.9
81306,365.2
50432,9.47
451233,11.54
84102,193.62
10510,63.73
239443,42.52
408500,25.96
158466,439.03
237157,90.71
93817,178.29
33145,23.89
249524,189.66
389051,4.57
171211,12.95
174801,179.76
230516,0.28
418170,77.28
393121,35.28
163402,115.5
20627,19.9
193082,5.48
240811,20.14
244663,12.55
330364,100.47
414650,78.64
267820,11107.86
436202,16.92
453553,65.38
50744,252.86
216173,22.13
59784,25.85
342085,32.84
337816,41.5
228642,33.42
434667,844.02
381324,27.1
244220,2.8
388773,40.73
352398,22.61
225308,61.53
330645,14.92
418003,14.45
286583,19.32
34293,356.98
459048,17.75
32268,26.79
142952,34.11
128395,126.48
455966,19.78
10244,2.24
44274,32.57
205131,0.99
279929,129.44
419031,2.58
300396,282.03
126460,25.13
230349,65.64
457435,9.84
259266,22.38
389589,38.79
78192,32.75
108096,151.82
336450,93.84
177567,165.0
454104,10.23
249426,83.4
241847,571.33
233662,11.23
12749,21.85
40939,18.25
79763,39.66
3035,894.02
59809,27.07
261030,88.68
150763,4188.34
251124,21.87
298671,5.91
280295,110.47
142562,22.88
101719,101.55
209733,212.15
422930,21.32
167135,1.9066666666666665
191637,2.26
223057,144.23
44644,32.09
339960,5.88
78838,10.82
20216,83.22
117297,2572.05
155192,6.07
76882,11.79
38875,2.34
299824,24.76
90159,33.38
419294,3.28
329693,13.9
24137,5.84
148081,140.22
83823,22.06
400327,16.15
416257,82.38
188589,3089.88
287153,16.35
353378,103.06
203251,52.25
394559,48.08
96988,11.42
137307,5.72
11669,182.22
146596,5.84
228915,55.26
145310,239.99
277327,66.8
284401,31.72
391598,19.31
326812,11.88
317616,16.31
38515,17.07
5284,187.69
337659,3.06
318352,24.71
397150,32.13
423797,15.48
413943,4.5
252815,128.63
290870,4.14
460554,21.05
31655,5.37
449928,0.38
288887,1255.07
135242,20.27
252850,1615.35
179796,7081.46
265854,170.57
224100,415.5
462746,103.83
161927,9.88
453803,15.63
337534,25.1
192594,76.35
464168,14.86
144369,16.44
138140,28.19
211840,11.92
358441,9.56
407552,101.27
62003,0.83
239869,45.72
199427,22.78
417221,19.2
214210,26.16
373730,5.72
138287,2499.77
136729,257.36
175157,903.78
274796,122.84
421792,7468.4
14227,16.1
304732,63.92
450966,80.21
152474,7.51
138168,59.14
71051,7.08
245000,15.27
95715,256.4
146042,193.74
140518,32.17
198879,30.23
9267,5.77
463494,378.67
134493,63.68
33926,8.14
185108,0.34
455579,33.66
52092,26.73
304891,28.0
256555,683.16
428062,87.96
159544,18.74
136121,38.6
321067,22.2
238658,402.41
232054,990.69
14222,16.78
452825,15.37
443641,34.11
430109,148.15
269187,14.78
362189,267.55
237650,13.99
392095,8.29
355530,21.35
350409,36.28
457094,71.7
246621,12.1
354990,2363.34
418213,49.48
143615,35.05
456928,3.36
5421,57.24
359255,18.59
297595,46.21
31918,13.24
34988,141.92
220449,10.11
445471,249.09
52427,17.55
448196,20.26
252418,30.92
186404,58.17
387896,5.32
158853,0.64
370590,7.73
274002,2405.59
450494,322.89
173969,354.72
310020,15.28
76272,9.3
195619,87.5
404151,21.14
354113,71.1
337867,3.89
468946,26.01
392744,44.21
162900,7.96
327687,440.53
153662,9.77
229845,19.41
218957,46.28
342246,103.18
47373,419.13
350464,14.72
49780,34.72
178584,1.8
267417,3.92
18188,33.31
105941,9.79
470195,79.22
99327,5.56
355459,204.35
13766,55.49
241919,27.21
281870,28.64
311742,148.86
70098,55.61
306722,28.5
423713,330.39
406254,0.8466666666666666
394793,8.28
84231,18.31
223924,23.37
74070,3.88
261945,110.14
235764,12.36
36094,0.83
426575,16.22
284788,923.45
96353,16.43
423901,589.7
427909,4.29
357422,545.6
263718,2.03
365194,24.66
347237,16.69
398564,13.96
204676,16.11
401696,0.64
308669,522.42
60645,17.03
336743,58.63
305969,0.75
257759,8.56
292122,129.12
269451,413.21
388952,44.31
145540,33.08
360918,58.36
251484,231.33
331114,492.33
338603,20.25
223537,215.83
403825,2949.43
99432,38.37
23070,568.23
130739,260.38
241200,75.92
287391,18.91
255820,7.96
398206,1244.14
299095,9.36
311255,15.0
438636,1.06
117543,40.9
372729,178.61
56396,2.06
208445,378.19
221396,65.76
468604,52.21
458974,16.72
446284,35.89
383728,44.63
231774,11.24
463074,123.69
123370,21.37
469205,3.22
174771,178.17
163166,108.2
404697,45.96
313437,94.77
311671,52.33
132745,294.7
125591,4535.33
341696,51.43
165843,26.76
376620,5.0
52587,2.21
356867,8.18
155477,114.2
468148,124.43
101638,68.12
84611,51.27
153930,19.94
124752,9.29
461645,31.75
289045,601.9
209332,5.16
439047,1883.89
409053,4.74
202890,95.25
357012,520.84
214017,17.95
354955,76.5
335738,68.41
226237,2416.92
108474,235.13
420001,182.53
221849,25.57
3289,22.686666666666664
333877,5.67
191861,29.67
288145,10.14
457604,10.52
138412,9.52
305932,40.67
304514,0.33
58979,124.79
48150,12.85
13119,2.68
444454,86.55
124056,683.58
63075,724.3
172006,15.92
217307,3.96
290528,23.24
370230,35.17
391010,13.11
378266,28.38
97032,9.53
370993,96.35
286113,4.53
38049,35.53
179964,7.8
199709,55.68
4175,35.7
249802,11.25
55697,35.7
10537,9.16
70272,52.0
90233,47.55
77028,22.94
231073,15.58
330185,379.8
76754,6.18
21944,5.74
415261,118.38
264912,19.75
171267,30.89
281282,14.08
251682,199.81
7818,10.73
133164,59.13
392886,364.26
64604,8.11
372777,693.79
412100,41.07
464058,171.42
268918,251.16
126015,61.4
369615,347.43
164188,27.46
70925,3.7
248233,213.26
215155,86.74
363340,6.03
32665,3.58
236917,207.54
35172,53.03
190987,27.06
389581,30.63
251050,35.55
185167,17.86
54799,202.69
96854,103.44
373833,38.52
233261,9.29
61915,81.23
185474,25.27
345127,2.43
392964,45.9
159173,61.94
299563,5.62
46703,33.63
465784,67.2
20849,18.66
233282,30.76
114064,22.48
458537,226.95
87643,91.54
412802,175.78
219438,74.77
343441,216.11
417120,17.79
111809,10.78
325322,100.02
283967,0.54
198238,17.82
305055,20.35
23099,61.0
286389,22.05
275326,24.09
378208,39.9
353893,139.38
387989,274.56
135960,20.53
452374,44973.91
468500,12.85
47034,78.91
258951,39.58
39428,11.47
344887,243.0
71238,63.24
320021,2.27
300752,14.55
217656,16.39
415034,231.67
3122,24.9
351532,7.91
5821,7.04
349619,36.76
354043,18.61
408431,10.36
131120,29.87
354345,242.07
257833,116.57
388974,3.34
380936,41.56
133730,3.84
32302,43.94
445650,256.97
262707,7.4
412928,49.74
395532,17.6
161210,19.12
163280,87.15
157578,0.64
148227,102.41
82439,76.62
369211,2.04
337149,115400.39
462354,195.27
160000,7414.8
150476,188.71
280449,278.81
54975,5.6
450583,14.62
321272,11.07
471303,46.45
115302,1.88
41841,93.1
300721,55.8
359821,19.77
72890,75.03
311576,36.31
13203,80.9
350120,16.65
225764,25.08
61523,25.93
60180,72.28
58885,24.39
106183,591.91
64912,22.96
209506,6.29
177951,29.45
208352,0.19
178200,20108.25
412140,5.42
398586,3.29
114161,64.85
177735,105.67
40035,3.56
96928,22.32
124048,304.17
15378,22.11
167190,31.09
200895,48.37
432302,12.81
20344,28.18
28350,66.13
207575,20.21
215579,9.88
468879,50.04
236626,4.17
147264,3.34
109883,343.83
1782,0.88
169284,48.99
273491,37.95
301375,48.11
84702,122.0
276863,22.36
406036,30.31
359047,127.51
244104,33.83
319572,18.09
102129,13.36
91830,17.5
320606,212.6
199086,2.94
89972,25.52
419042,42.59
82830,8.66
57268,33.08
10687,23.85
294249,22.15
377231,2.37
154574,99.25
23685,3.75
89186,26.14
4044,20.03
339077,3.41
99076,90.27
48553,21.56
464574,58.28
64192,76.05
422770,10401.22
141051,13.42
393655,25.1
147329,30.19
329329,73.38
192836,236.41
319480,13.55
91789,196.95
49679,15.38
25668,17.69
194112,18.33
22094,343.37
460112,8.82
182687,6106.79
433877,34.83
389396,31.65
163278,232.31
284662,46.61
150596,165.26
116366,17.45
414862,3.92
20397,179.35
12023,5.29
96565,1.9775
336999,42.75
77060,8.49
267351,7.5
168331,46.55
210670,10.83
347028,4.21
208748,13.62
59326,37.67
211297,139.72
76848,9.62
18268,4.5
345995,26.31
444499,2.86
401094,21.61
81132,12.36
356382,42.46
126201,30.08
184317,90.72
169975,9.21
33260,5.48
421757,12.36
358626,41.36
645,17.28
221992,15.33
66074,2.31
156058,20.3
328768,25.88
179847,14.66
371274,145.28
297441,15.59
208404,217.47
205446,2638.3
427871,12.26
140236,42.3
315648,24.5
48012,2.16
60671,9.0715
289390,2.1
22627,697.23
113615,38.09
194621,3.21
6908,2.32
327179,48.49
63071,17.1
142978,718.23
57660,146.98
12206,11.6
177183,26.72
261295,7.92
471019,119.8
113642,350.67
338439,50.57
